,,,,,,,,,,,,,,,,,,,,,
,"Below target quantity",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WORA001",,,,,,,,,,,"S/N:",,"001",,,,"ARCH BARS ORAL 1",,,,
,19,,1,,0,,,-1,,,"200645",,,,,,"Elevator Wire Bender",,,,
,20,,1,,0,,,-1,,,"201001",,,,,,"Arch- Bar",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WORA002",,,,,,,,,,,"S/N:",,"001",,,,"BASIC ORAL 1",,,,
,8,,4,,2,,,-2,,,"7-52",,,,,,"Baby Crile Clamp 5-1/2"" Cvd Del",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"BASIC ORAL 2",,,,
,20,,2,,1,,,-1,,,"36-1002",,,,,,"Needle Holder Castroviejo  Tc 7"" Str W/lock",,,,
,57,,1,,0,,,-1,,,"07-956-67",,,,,,"Ribbon Spatula 8"" 20mm Blackened",,,,
,58,,1,,0,,,-1,,,"07-956-66",,,,,,"Ribbon Spatula 8"" 15mm Blackened",,,,
,59,,1,,0,,,-1,,,"07-956-65",,,,,,"Ribbon Spatula 8"" 10mm Blackened",,,,
,76,,1,,0,,,-1,,,"201-001",,,,,,"Arch Bar",,,,
,86,,1,,0,,,-1,,,"B-948-S-T-148",,,,,,"Mouth Prop Small Child",,,,
,88,,1,,0,,,-1,,,"B-954-L-T-154",,,,,,"Bite-Block Adult",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"BASIC ORAL 3",,,,
,57,,1,,0,,,-1,,,"07-956-67",,,,,,"Ribbon Spatula 8"" 20mm Blackened",,,,
,58,,1,,0,,,-1,,,"07-956-66",,,,,,"Ribbon Spatula 8"" 15mm Blackened",,,,
,59,,1,,0,,,-1,,,"07-956-65",,,,,,"Ribbon Spatula 8"" 10mm Blackened",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WORA009",,,,,,,,,,,"S/N:",,"002",,,,"DR SEWALL OSTEOTOMES 2",,,,
,5,,1,,0,,,-1,,,"38-790-04",,,,,,"Osteotome Dunn Dautrey 4mm Tip",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WORA012",,,,,,,,,,,"S/N:",,"001",,,,"EYE TRAY/ORAL 1",,,,
,11,,2,,1,,,-1,,,"4154",,,,,,"Needle Holder  Castroviejo - Locking - Fine   #26",,,,
,16,,2,,1,,,-1,,,"MI1553",,,,,,"Forceps  Points  0.5",,,,
,17,,2,,0,,,-2,,,"E1500",,,,,,"Bishops",,,,
,35,,1,,0,,,-1,,,"E4406",,,,,,"Cannula - Lacrimal (2') - Pkg Separately",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WORA020",,,,,,,,,,,"S/N:",,"001",,,,"IMPL SYNTHES ORTHAGNATHIC/ORAL ""C"" 1",,,,
,9,,2,,1,,,-1,,,"317.876",,,,,,"Drill Bit Calibrated - 1.5mm",,,,
,10,,2,,1,,,-1,,,"317.875",,,,,,"Drill Bit  Trocar W/6mm Stop - 1.5mm",,,,
,13,,2,,1,,,-1,,,"310.21",,,,,,"Drill Bit 2.0mm /Qc/125mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WORA022",,,,,,,,,,,"S/N:",,"001",,,,"IMPL TMJ CONCEPTS FIXATION SET/ORAL ""C"" 1",,,,
,5,,2,,1,,,-1,,,"60-0423",,,,,,"Drill Bit 1.8mm",,,,
,13,,10,,8,,,-2,,,"65-2014",,,,,,"Screw 14mm",,,,
,17,,10,,9,,,-1,,,"65-2306",,,,,,"Screw  6mm",,,,
,18,,10,,8,,,-2,,,"65-2308",,,,,,"Screw  8mm",,,,
,19,,20,,13,,,-7,,,"65-2310",,,,,,"Screw 10mm",,,,
,20,,10,,8,,,-2,,,"65-2312",,,,,,"Screw 12mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WORA023",,,,,,,,,,,"S/N:",,"001",,,,"LAMBOTTE/ORAL 1",,,,
,5,,1,,0,,,-1,,,"CM2/4",,,,,,"Curette #2/4 Molt De",,,,
,7,,1,,0,,,-1,,,"282-01",,,,,,"Lambotte Osteotome 9"" Cvd 6.4mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WORA032",,,,,,,,,,,"S/N:",,"002",,,,"RETR CHEEK/ORAL 2",,,,
,4,,2,,0,,,-2,,,"01-0098",,,,,,"Retractor Obwegeser Dn 70x14mm ( Lagenbeck Cheek)",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WORA043",,,,,,,,,,,"S/N:",,"001",,,,"TMJ SCOPE/ORAL 1",,,,
,33,,1,,0,,,-1,,,"186-01-79",,,,,,"K-Wire - .035 X 9 In.",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WORA044",,,,,,,,,,,"S/N:",,"001",,,,"TMJ SCOPE STRYKER 1",,,,
,2,,2,,1,,,-1,,,"502-144-010",,,,,,"Scope 0° 1.9mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WORA063",,,,,,,,,,,"S/N:",,"001",,,,"SYNTHES SCREW REMOVAL SET ""C"" 1",,,,
,4,,1,,0,,,-1,,,"03.503.203",,,,,,"Screwdriver Blade Matrix Midface Hex Coupling  Self Retaining 96mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WORA065",,,,,,,,,,,"S/N:",,"001",,,,"MATRIX MANDIBLE RECON PLATES ""C"" 1",,,,
,15,,1,,0,,,-1,,,"03.503.912",,,,,,"Template Bending Lg",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WORA067",,,,,,,,,,,"S/N:",,"001",,,,"IMPL TMJ CONCEPTS FIXATION SCREWS/ORAL ""C"" 1",,,,
,3,,20,,18,,,-2,,,"65-2008",,,,,,"Screw   8mm",,,,
,4,,20,,9,,,-11,,,"65-2010",,,,,,"Screw 10mm",,,,
,9,,5,,4,,,-1,,,"65-2310",,,,,,"Screw 10mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WORA070",,,,,,,,,,,"S/N:",,"001",,,,"TMJ ORAL SET 2 1",,,,
,15,,1,,0,,,-1,,,"38-741-02",,,,,,"Rasp Dolwick Condylar Diamond  Flat Cvd",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTB/WDN001",,,,,,,,,,,"S/N:",,"001",,,,"HEART VALVE TRAY 1",,,,
,13,,1,,0,,,-1,,,"BV068R",,,,,,"Retractor Weitlaner  6-1/2"" 3x4 Semi Sharp",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTB/WDN003",,,,,,,,,,,"S/N:",,"001",,,,"BONE TRAY 1",,,,
,5,,1,,0,,,-1,,,"BC252R",,,,,,"Mayo Scissors Tc 6-3/4"" Str",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTB/WDN006",,,,,,,,,,,"S/N:",,"006",,,,"WTB PADGETT DERMATOME 6",,,,
,5,,1,,0,,,-1,,,"788",,,,,,"Wrench Dermatome",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTHO013",,,,,,,,,,,"S/N:",,"001",,,,"LUNG RECIPIENT 1",,,,
,18,,2,,0,,,-2,,,"CV5025",,,,,,"Fogarty Pedi Forceps Ang 4 5/8'",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTHO058",,,,,,,,,,,"S/N:",,"004",,,,"THORACOSCOPY INST 4",,,,
,11,,1,,0,,,-1,,,"A5565",,,,,,"Trocar 12mm",,,,
,12,,1,,0,,,-1,,,"A5562",,,,,,"Sleeve 12mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTHO059",,,,,,,,,,,"S/N:",,"002",,,,"THORACOTOMY PAN 1 2",,,,
,30,,1,,0,,,-1,,,"54-8023",,,,,,"Scissors Litwak Mitral Valve 11"" Ang Full Cvd",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"THORACOTOMY PAN 1 3",,,,
,16,,2,,1,,,-1,,,"19-5583",,,,,,"Clamp Fine Rt Ang 12""",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"006",,,,"THORACOTOMY PAN 1 6",,,,
,30,,1,,0,,,-1,,,"54-8023",,,,,,"Scissors Litwak Mitral Valve 11"" Ang Full Cvd",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"009",,,,"THORACOTOMY PAN 1 9",,,,
,30,,1,,0,,,-1,,,"54-8023",,,,,,"Scissors Litwak Mitral Valve 11"" Ang Full Cvd",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTHO060",,,,,,,,,,,"S/N:",,"006",,,,"THORACOTOMY PAN 2 6",,,,
,11,,2,,1,,,-1,,,"BT184R",,,,,,"Cushing Vein Retractor 8"" 10x13mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTHO061",,,,,,,,,,,"S/N:",,"001",,,,"DEBRIDEMENT SUPP THORACIC 1",,,,
,3,,1,,0,,,-1,,,"FK505R",,,,,,"Bone File Dbl-end",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTHO071",,,,,,,,,,,"S/N:",,"001",,,,"SCOPE MEDIASTIN VID WOLF THOR 1",,,,
,4,,1,,0,,,-1,,,"8783.701",,,,,,"Smoke Evacuation Tube",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTHO084",,,,,,,,,,,"S/N:",,"001",,,,"ESOPHAGECTOMY SUPPLEMENT 1",,,,
,15,,2,,0,,,-2,,,"BM236R",,,,,,"Mayo Hegar Needle Holder 7"" Serr",,,,
,23,,2,,1,,,-1,,,"FB416R",,,,,,"Debakey Atra Forceps 9-1/2"" Str 2.8mm",,,,
,24,,2,,1,,,-1,,,"FB408R",,,,,,"Debakey Atra Forceps 12"" Str 3.5mm",,,,
,36,,1,,0,,,-1,,,"GF862R",,,,,,"Pool Suction Cannula 30Fr",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"ESOPHAGECTOMY SUPPLEMENT 2",,,,
,15,,2,,1,,,-1,,,"BM236R",,,,,,"Mayo Hegar Needle Holder 7"" Serr",,,,
,22,,1,,0,,,-1,,,"SU2542",,,,,,"Bonney Tissue Forceps 6-3/4"" W/th",,,,
,33,,2,,0,,,-2,,,"BT184R",,,,,,"Cushing Vein Retractor 8"" 10x13mm",,,,
,37,,1,,0,,,-1,,,"505230",,,,,,"Patterson Biopsy Forceps 28cm Elongated Cup 4mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTHO099",,,,,,,,,,,"S/N:",,"001",,,,"DR JOHNSTONE SPECIALS 1",,,,
,2,,1,,0,,,-1,,,"9009-571",,,,,,"Needle Holder Thoracoscopic Axial Rt Handed Str W/Ratchet 7mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTHO110",,,,,,,,,,,"S/N:",,"001",,,,"BRYAN DUMON TELESCOPE & CAPS 1",,,,
,7,,2,,1,,,-1,,,"BS2302",,,,,,"Silicone Cap Green 4mm Telescope Hole",,,,
,8,,2,,1,,,-1,,,"BS2308",,,,,,"Silicone Cap Green 4mm Telescope Hole and 4mm Instrument Hole",,,,
,,,,,,,,,,,,,,,,,,,,,
,16,,2,,1,,,-1,,,"BS2102",,,,,,"Silicone Cap Blue for 2mm Instrument Hole",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTRA009",,,,,,,,,,,"S/N:",,"001",,,,"MICRO PLASTIC TRAUMA WEST 1",,,,
,3,,1,,0,,,-1,,,"PR2402",,,,,,"Sciss Suture",,,,
,11,,1,,0,,,-1,,,"355-408",,,,,,"Needle Holder Castroviejo",,,,
,14,,2,,1,,,-1,,,"MI1650-TJ",,,,,,"Forcep Tissue Delicate 1 x 2 Micro TC 4-3/4""",,,,
,22,,1,,0,,,-1,,,"065195",,,,,,"Brachial Approximator 15mm Blade",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTRA012",,,,,,,,,,,"S/N:",,"001",,,,"RETR OMNI BLADE TRAUMA 1",,,,
,12,,1,,0,,,-1,,,"3590",,,,,,"Groin",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTX004",,,,,,,,,,,"S/N:",,"001",,,,"AV ACCESS 1",,,,
,90,,1,,0,,,-1,,,"MB258",,,,,,"Garrett Vascular Dilator 8-1/2"" 1.5mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"AV ACCESS 2",,,,
,43,,3,,2,,,-1,,,"FB543R",,,,,,"Debakey Bulldog Clamp 5"" 45° Ring Hdl",,,,
,60,,2,,0,,,-2,,,"4004-95",,,,,,"Micro Forceps",,,,
,66,,1,,0,,,-1,,,"320-169",,,,,,"Clamp Bulldog  Curved Baby",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"AV ACCESS 3",,,,
,13,,2,,1,,,-1,,,"BH443R",,,,,,"Clamp Pean (Kelly) 6-1/4"" Cvd.",,,,
,59,,2,,1,,,-1,,,"FB394R",,,,,,"Debakey Vascular Forceps 6"" 1mm",,,,
,62,,1,,0,,,-1,,,"MB634R",,,,,,"Luer Lock Adapter 1-1/2"" X-mas Tree",,,,
,90,,1,,0,,,-1,,,"MB258",,,,,,"Garrett Vascular Dilator 8-1/2"" 1.5mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"005",,,,"AV ACCESS 5",,,,
,94,,1,,0,,,-1,,,"MB262",,,,,,"Garrett Vascular Dilator 8-1/2"" 3.5mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTX006",,,,,,,,,,,"S/N:",,"002",,,,"BASIC TRANSPLANT PAN 1 2",,,,
,63,,1,,0,,,-1,,,"BC616R",,,,,,"Scissors Metz  10'",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"004",,,,"BASIC TRANSPLANT PAN 1 4",,,,
,27,,1,,0,,,-1,,,"305-300",,,,,,"Clamp Meeker Adson Long Rt Ang 11"" Del",,,,
,64,,1,,0,,,-1,,,"BC618R",,,,,,"Scissors Nelson Chest  11'",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTX008",,,,,,,,,,,"S/N:",,"001",,,,"BASIC TRANSPLANT PAN 3 1",,,,
,29,,1,,0,,,-1,,,"MB259",,,,,,"Garrett Vascular Dilator 8-1/2"" 2mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"BASIC TRANSPLANT PAN 3 2",,,,
,5,,1,,0,,,-1,,,"35-4815",,,,,,"Clamp Debakey Angled",,,,
,6,,1,,0,,,-1,,,"35-4826",,,,,,"Clamp Cooley Med",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"004",,,,"BASIC TRANSPLANT PAN 3 4",,,,
,6,,1,,0,,,-1,,,"35-4826",,,,,,"Clamp Cooley Med",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTX009",,,,,,,,,,,"S/N:",,"001",,,,"BENCHING INST TRANSPLANT 1",,,,
,27,,2,,1,,,-1,,,"320-169",,,,,,"Clamp Bulldog  Curved Baby",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"004",,,,"BENCHING INST TRANSPLANT 4",,,,
,27,,2,,1,,,-1,,,"320-169",,,,,,"Clamp Bulldog  Curved Baby",,,,
,28,,1,,0,,,-1,,,"320-177",,,,,,"Jacobson Micro Coronary Bulldog Str 21mm",,,,
,29,,1,,0,,,-1,,,"320-178",,,,,,"Jacobson Micro Coronary Bulldog Cvd 21mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTX018",,,,,,,,,,,"S/N:",,"002",,,,"ORGAN DONATION SPECIALS 2",,,,
,10,,1,,0,,,-1,,,"A3220",,,,,,"Clamp Aortic Bahnson",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTX031",,,,,,,,,,,"S/N:",,"001",,,,"RETR CODMAN 19"" CLAW FOOT 1",,,,
,3,,1,,0,,,-1,,,"SP01250",,,,,,"Sternal Retr Codman",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTX037",,,,,,,,,,,"S/N:",,"001",,,,"DR CRONIN SPECIALS TX 1",,,,
,4,,2,,0,,,-2,,,"65-5022",,,,,,"Micro Ring Tip Forceps Tc 9"" Str 1mm (w/ tip protector)",,,,
,,,,,,,,,,,,,,,,,,,,,
,5,,2,,0,,,-2,,,"3003-908",,,,,,"Forceps Legacy Micro  W/Tip Protector",,,,
,16,,1,,0,,,-1,,,"7007-52",,,,,,"Scissors Dietrich Vessel 120° 6-3/4""",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"DR CRONIN SPECIALS TX 2",,,,
,14,,2,,0,,,-2,,,"BM052R",,,,,,"Debakey Needle Holder Tc 9-3/4""",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTX042",,,,,,,,,,,"S/N:",,"001",,,,"ORGAN DONATION RETR 1",,,,
,3,,1,,0,,,-1,,,"50-4502",,,,,,"Retractor Balfour Abdominal Bld",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTX050",,,,,,,,,,,"S/N:",,"003",,,,"LIVER SET PAN 1 3",,,,
,11,,2,,1,,,-1,,,"464-715",,,,,,"Scissors Metz Gold Handle Cvd 7""",,,,
,34,,1,,0,,,-1,,,"477118",,,,,,"Clamp Rt Ang Mixter  9""",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTX052",,,,,,,,,,,"S/N:",,"001",,,,"LIVER MICRO SET 1",,,,
,6,,2,,0,,,-2,,,"4004-98",,,,,,"Scanlan Micro Fcps D/d 8-1/4"" Str Pltfrm",,,,
,10,,1,,0,,,-1,,,"102-302",,,,,,"Sciss Super Cut Black Handle",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTX059",,,,,,,,,,,"S/N:",,"002",,,,"NEEDLE HOLDER VITAL DEBAKEY CV 2",,,,
,1,,6,,5,,,-1,,,"CH2483",,,,,,"Needle Holder Debakey   10-1/2""",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WTX061",,,,,,,,,,,"S/N:",,"001",,,,"BOWMAN LACRIMAL PROBES TX 1",,,,
,4,,1,,0,,,-1,,,"49-6503",,,,,,"Bowmann Lacrimal Probe D/e #3/4",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WVAS001",,,,,,,,,,,"S/N:",,"001",,,,"AAA PAN 1 1",,,,
,26,,2,,1,,,-1,,,"6006108",,,,,,"Needle Holder Castro Veigo 8""",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"AAA PAN 1 2",,,,
,34,,1,,0,,,-1,,,"352196",,,,,,"Scissors Debakey Vascular 11"" 45°",,,,
,41,,2,,1,,,-1,,,"BD250R",,,,,,"Cooley Vascular Tissue Fcps 8"" 1mm",,,,
,51,,1,,0,,,-1,,,"BD220R",,,,,,"Micro Adson Forceps 4-3/4""",,,,
,57,,1,,0,,,-1,,,"456006",,,,,,"Knife Handle Beaver 10Cm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WVAS002",,,,,,,,,,,"S/N:",,"003",,,,"AAA PAN 2-RETRACTORS 3",,,,
,29,,2,,0,,,-2,,,"LC105R",,,,,,"Ligaclip Med Short",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WVAS003",,,,,,,,,,,"S/N:",,"003",,,,"AAA PAN 3-CLAMPS 3",,,,
,34,,2,,1,,,-1,,,"351560",,,,,,"Angled Stony Cannulas",,,,
,35,,1,,0,,,-1,,,"HY12155",,,,,,"Webster Cannula Cvd",,,,
,37,,1,,0,,,-1,,,"355100",,,,,,"Dilator Garrett Holder 8""",,,,
,38,,1,,0,,,-1,,,"355091",,,,,,"Garrett Dilator 1mm 22Cm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"004",,,,"AAA PAN 3-CLAMPS 4",,,,
,31,,2,,1,,,-1,,,"353657",,,,,,"Whylie Hypogastrics",,,,
,38,,1,,0,,,-1,,,"355091",,,,,,"Garrett Dilator 1mm 22Cm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WVAS004",,,,,,,,,,,"S/N:",,"002",,,,"AMPUTATION VASC 2",,,,
,30,,1,,0,,,-1,,,"OS4450",,,,,,"Rasp Bone",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"AMPUTATION VASC 3",,,,
,49,,1,,0,,,-1,,,"KM 46-600",,,,,,"Knife Amputation",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WVAS009",,,,,,,,,,,"S/N:",,"001",,,,"DR TOWNE RIB RESECTION 1",,,,
,39,,1,,0,,,-1,,,"FO572R",,,,,,"Sauerbruch Coryllos Rongeur 12-1/2"" Sq Cup",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WVAS010",,,,,,,,,,,"S/N:",,"002",,,,"INSITU INST VASCULAR 2",,,,
,2,,2,,1,,,-1,,,"CH8680",,,,,,"Leather Valvulotome 23Cm Long",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"INSITU INST VASCULAR 3",,,,
,2,,2,,1,,,-1,,,"CH8680",,,,,,"Leather Valvulotome 23Cm Long",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WVAS012",,,,,,,,,,,"S/N:",,"001",,,,"MINOR VASCULAR/VASC 1",,,,
,20,,2,,0,,,-2,,,"3003-181",,,,,,"Jacobson Micro Ndl Hldr W/Lock D/d 8"" Rnd Handle Str",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"MINOR VASCULAR/VASC 2",,,,
,105,,1,,0,,,-1,,,"35-3206",,,,,,"Stylet Rummel 10.75""",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"MINOR VASCULAR/VASC 3",,,,
,20,,2,,1,,,-1,,,"3003-181",,,,,,"Jacobson Micro Ndl Hldr W/Lock D/d 8"" Rnd Handle Str",,,,
,,,,,,,,,,,,,,,,,,,,,
,45,,2,,1,,,-1,,,"65-6600",,,,,,"Gregory Profunda Clamp 5-1/4"" Small",,,,
,110,,1,,0,,,-1,,,"355094",,,,,,"Garrett Dilator 2.5mm 22Cm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"004",,,,"MINOR VASCULAR/VASC 4",,,,
,62,,1,,0,,,-1,,,"352162",,,,,,"Scissors  Dietrich 45°",,,,
,63,,1,,0,,,-1,,,"1018170000",,,,,,"Scissors Tenotomy (Black Handles)",,,,
